,Epoch,Scramble Depth,Time,isSolved,Move Count,Nodes Generated,Search Iterations
70,900,71,16.797077178955078,False,,165928,801
71,900,72,16.72467589378357,False,,165389,801
0,1000,1,0.0050678253173828125,True,1,13,3
1,1000,2,0.002323150634765625,True,0,3,2
2,1000,3,0.005042314529418945,True,1,13,3
3,1000,4,0.009014368057250977,True,2,65,4
4,1000,5,0.004545688629150391,True,1,13,3
5,1000,6,0.0077860355377197266,True,2,42,4
6,1000,7,0.017735004425048828,True,3,215,5
7,1000,8,0.009317874908447266,True,2,65,4
8,1000,9,0.018563032150268555,True,3,215,5
9,1000,10,0.028340578079223633,True,4,348,6
10,1000,11,0.07511258125305176,True,7,990,9
11,1000,12,0.02904796600341797,True,4,357,6
12,1000,13,0.07801055908203125,True,7,1049,9
13,1000,14,0.09483981132507324,True,8,1259,10
14,1000,15,0.09874224662780762,True,9,1287,11
15,1000,16,0.12506628036499023,True,10,1674,12
16,1000,17,0.07795000076293945,True,7,1027,9
17,1000,18,0.11938929557800293,True,10,1569,12
18,1000,19,0.0815126895904541,True,7,1092,9
19,1000,20,0.028210878372192383,True,4,348,6
20,1000,21,0.13858294486999512,True,11,1804,13
21,1000,22,0.023583173751831055,True,4,271,6
22,1000,23,3.3879611492156982,True,11,37552,181
23,1000,24,0.009488582611083984,True,2,65,4
24,1000,25,17.126697063446045,False,,170568,801
25,1000,26,17.14720892906189,False,,168221,801
26,1000,27,0.10965371131896973,True,9,1464,11
27,1000,28,0.0896756649017334,True,8,1204,10
28,1000,29,10.390544891357422,True,15,104540,501
29,1000,30,0.12810134887695312,True,10,1713,12
30,1000,31,16.8505859375,False,,166254,801
31,1000,32,0.09177851676940918,True,8,1178,10
32,1000,33,17.02127194404602,False,,166187,801
33,1000,34,0.008567333221435547,True,2,42,4
34,1000,35,0.6951990127563477,True,13,8606,45
35,1000,36,0.11476540565490723,True,10,1515,12
36,1000,37,0.1112525463104248,True,9,1474,11
37,1000,38,0.17670869827270508,True,10,2331,15
38,1000,39,2.016376495361328,True,11,23047,113
39,1000,40,17.0958833694458,False,,168296,801
40,1000,41,17.054844617843628,False,,167458,801
41,1000,42,0.1704084873199463,True,12,2237,15
42,1000,43,0.10892605781555176,True,9,1419,11
43,1000,44,16.84440851211548,False,,169880,801
44,1000,45,17.043030500411987,False,,170797,801
45,1000,46,17.0828378200531,False,,166614,801
46,1000,47,0.04360342025756836,True,5,555,7
47,1000,48,16.97182035446167,False,,169137,801
